,genre,simplified genre
2797,http://fr.dbpedia.org/resource/UK_hardcore,uk hardcore
2798,http://fr.dbpedia.org/resource/Reggae-dancehall,reggae-dancehall
2799,2003,none
2800,chanson néerlandaise,chanson néerlandaise
2801,musique instrumentale pour clavier,musique instrumentale pour clavier
2802,http://fr.dbpedia.org/resource/Latin_music,latin music
2803,musique vocale a cappella,musique vocale a cappella
2804,"Hip-hop alternatif, electro hop, hip-house, electronic dance",hip-hop alternatif
2805,"Hip-hop alternatif, electro hop, hip-house, electronic dance",electro hop
2806,"Hip-hop alternatif, electro hop, hip-house, electronic dance",hip-house
2807,"Hip-hop alternatif, electro hop, hip-house, electronic dance",electronique dance
2808,http://fr.dbpedia.org/resource/Brostep,brostep
2809,"Musique country-western; Comédien: théâtre, téléroman",country-western
2810,http://fr.dbpedia.org/resource/Vallenato,vallenato
2811,http://fr.dbpedia.org/resource/New_wave,new wave
2812,http://fr.dbpedia.org/resource/Romance_(musique),romance
2813,Black et thrash metal,black
2814,Black et thrash metal,thrash metal
2815,Comédies musicales,comédies musicales
2816,Country brésilien,country brésilien
2817,http://fr.dbpedia.org/resource/Adult_contemporary_(musique),adult contemporary
2818,http://fr.dbpedia.org/resource/Boogie,boogie
2819,http://fr.dbpedia.org/resource/Producteur_de_musique,producteur de musique
2820,http://fr.dbpedia.org/resource/Progressive_rock,progressive rock
2821,chansons françaises et néerlandaises,chanson française
2822,chansons françaises et néerlandaises,chanson néerlandaise
2823,http://fr.dbpedia.org/resource/Rap_Purement_Kinois,rap purement kinois
2824,http://fr.dbpedia.org/resource/Rocksteady,rocksteady
2825,Comédie musicale,comédie
2826,Comédie musicale,musical
2827,http://fr.dbpedia.org/resource/Big_beat,big beat
2828,Chanson humoristique,chanson humoristique
2829,Reggae-ska,reggae-ska
2830,http://fr.dbpedia.org/resource/Musique_alternative,musique alternative
2831,http://fr.dbpedia.org/resource/Musique_occitane,musique occitane
2832,http://fr.dbpedia.org/resource/Reggeaton,reggeaton
2833,blues-rock,blues rock
2834,http://fr.dbpedia.org/resource/Dark,dark
2835,http://fr.dbpedia.org/resource/Goth,goth
2836,http://fr.dbpedia.org/resource/NSBM,nsbm
2837,http://fr.dbpedia.org/resource/Nu_Jazz,nu jazz
2838,http://fr.dbpedia.org/resource/Hip-hop_soul,hip-hop
2839,http://fr.dbpedia.org/resource/Hip-hop_soul,soul
2840,http://fr.dbpedia.org/resource/Soufisme,soufisme
2841,http://fr.dbpedia.org/resource/Progressive_metal,progressive metal
2842,http://fr.dbpedia.org/resource/Snap_(musique),snap
2843,http://fr.dbpedia.org/resource/Jerk_urbain,jerk urbain
2844,Folk et soul,folk
2845,Folk et soul,soul
2846,http://fr.dbpedia.org/resource/Jumpstyle,jumpstyle
2847,http://fr.dbpedia.org/resource/Musique_concrète,musique concrète
2848,"Electronique, pop et dance",electronique
2849,"Electronique, pop et dance",pop
2850,"Electronique, pop et dance",dance
2851,"rock indépendant, néofolk",rock indépendant
2852,"rock indépendant, néofolk",néofolk
2853,"musique de chambre, musique symphonique, récitals de piano, orgue et clavecin",musique de chambre
2854,"musique de chambre, musique symphonique, récitals de piano, orgue et clavecin",musique symphonique
2855,"musique de chambre, musique symphonique, récitals de piano, orgue et clavecin",récitals de piano
2856,"musique de chambre, musique symphonique, récitals de piano, orgue et clavecin",orgue
2857,"musique de chambre, musique symphonique, récitals de piano, orgue et clavecin",clavecin
2858,http://fr.dbpedia.org/resource/Hi-NRG,hi-nrg
2859,"Pop rock, musique napolitaine",pop rock
2860,"Pop rock, musique napolitaine",musique napolitaine
2861,http://fr.dbpedia.org/resource/Midwest_rap,midwest rap
2862,http://fr.dbpedia.org/resource/Folk_psychédélique,folk psychédélique
2863,http://fr.dbpedia.org/resource/Musique_Classique,musique classique
2864,"Electronica, breakcore",electroniquea
2865,"Electronica, breakcore",breakcore
2866,"Chanson enfantines, pop",chanson enfantine
2867,"Chanson enfantines, pop",pop
2868,Punk Pop,pop-punk
2869,pop rock,pop-rock
2870,http://fr.dbpedia.org/resource/Album-oriented_rock,album-oriented rock
2871,http://fr.dbpedia.org/resource/Philadelphia_soul,philadelphia soul
2872,http://fr.dbpedia.org/resource/Musique_francophone,musique francophone
2873,http://fr.dbpedia.org/resource/Mbalax_(musique),mbalax
2874,Crooner arabe,crooner arabe
2875,http://fr.dbpedia.org/resource/Slowcore,slowcore
2876,http://fr.dbpedia.org/resource/Rock_zambien,rock zambien
2877,http://fr.dbpedia.org/resource/Mathcore,mathcore
2878,http://fr.dbpedia.org/resource/Electronic_rock,electronique rock
2879,http://fr.dbpedia.org/resource/Timba,timba
2880,"funk, jazz, rock",funk
2881,"funk, jazz, rock",jazz
2882,"funk, jazz, rock",rock
2883,http://fr.dbpedia.org/resource/Indie_folk,indie
2884,http://fr.dbpedia.org/resource/Indie_folk,folk
2885,http://fr.dbpedia.org/resource/Kpop,k-pop
2886,http://fr.dbpedia.org/resource/Musique_psychédélique,musique psychédélique
2887,http://fr.dbpedia.org/resource/Hard_dance,hard dance
2888,http://fr.dbpedia.org/resource/Bande_son,bande son
2889,http://fr.dbpedia.org/resource/Butō,butō
2890,http://fr.dbpedia.org/resource/Musique_chrétienne_contemporaine,musique chrétienne contemporaine
2891,http://fr.dbpedia.org/resource/Death_'n'_roll,death 'n' roll
2892,http://fr.dbpedia.org/resource/Chaoui_(musique),chaoui
2893,http://fr.dbpedia.org/resource/Musique_albanaise,musique albanaise
2894,http://fr.dbpedia.org/resource/Hardcore_punk,punk hardcore
2895,http://fr.dbpedia.org/resource/Corse,corse
2896,"Pop-électro, trip hop, dub, funk",pop-electro
2897,"Pop-électro, trip hop, dub, funk",trip hop
2898,"Pop-électro, trip hop, dub, funk",dub
2899,"Pop-électro, trip hop, dub, funk",funk
2900,http://fr.dbpedia.org/resource/Emocore,emocore
2901,Musique pour enfants,musique pour enfants
2902,http://fr.dbpedia.org/resource/Freestyle_(genre_musical),freestyle
2903,chanson ou Lied,chanson ou lied
2904,"Gnaoua, Rock, Chant sacré",gnaouas
2905,"Gnaoua, Rock, Chant sacré",rock
2906,"Gnaoua, Rock, Chant sacré",chant sacré
2907,http://fr.dbpedia.org/resource/Surf_rock,surf rock
2908,http://fr.dbpedia.org/resource/Polyphonie,polyphonie
2909,"Pop, house, dance",pop
2910,"Pop, house, dance",house
2911,"Pop, house, dance",dance
2912,"Jazz, rhythm and blues et blues",blues
2913,"Jazz, rhythm and blues et blues",jazz
2914,"Jazz, rhythm and blues et blues",rhythm and blues
2915,http://fr.dbpedia.org/resource/Électro,electro
2916,http://fr.dbpedia.org/resource/Musette_(bal),bal musette
2917,http://fr.dbpedia.org/resource/Klezmer,klezmer
2918,http://fr.dbpedia.org/resource/Musique_balkanique,musique balkanique
2919,P136,p136
2920,http://fr.dbpedia.org/resource/Électropunk,synthpunk
2921,http://fr.dbpedia.org/resource/Digital_hardcore,digital hardcore
2922,http://fr.dbpedia.org/resource/Techno_industrielle,techno industrielle
2923,Musique vocale,musique vocale
2924,http://fr.dbpedia.org/resource/Concerto,concerto
2925,http://fr.dbpedia.org/resource/Néoclassique_(danse),néoclassique (danse)
2926,country,country
2927,http://fr.dbpedia.org/resource/Musique_Pop,pop
2928,http://fr.dbpedia.org/resource/Chant_grégorien,chant grégorien
2929,http://fr.dbpedia.org/resource/Polyphonies_de_la_Renaissance,polyphonies de la renaissance
2930,Chorals de Bach,chorals de bach
2931,"funk, jazz, soul et hip-hop.",funk
2932,"funk, jazz, soul et hip-hop.",jazz
2933,"funk, jazz, soul et hip-hop.",soul
2934,"funk, jazz, soul et hip-hop.",hip-hop.
2935,Electro world,electro world
2936,http://fr.dbpedia.org/resource/Anime,anime
2937,http://fr.dbpedia.org/resource/Simulation_de_drague,simulation de drague
2938,http://fr.dbpedia.org/resource/Metal_mélodique,metal mélodique
2939,http://fr.dbpedia.org/resource/Variété_Française_Indépendante_(musique),variété française
2940,http://fr.dbpedia.org/resource/Variété_Française_Indépendante_(musique),indépendante
2941,http://fr.dbpedia.org/resource/Post_rock,post-rock
2942,http://fr.dbpedia.org/resource/Hyphy,hyphy
2943,http://fr.dbpedia.org/resource/Folktronica,folktronica
2944,http://fr.dbpedia.org/resource/Electro-hip_hop,electro hip-hop
2945,Progressive Metal,progressive metal
2946,http://fr.dbpedia.org/resource/Musiques_de_film,musique de film
2947,"pop, techno, dance",pop
2948,"pop, techno, dance",techno
2949,"pop, techno, dance",dance
2950,"Rock, noise, jazz",rock
2951,"Rock, noise, jazz",noise
2952,"Rock, noise, jazz",jazz
2953,"Hip-hop alternatif, rap underground, horrorcore",hip-hop alternatif
2954,"Hip-hop alternatif, rap underground, horrorcore",rap underground
2955,"Hip-hop alternatif, rap underground, horrorcore",horrorcore
2956,http://fr.dbpedia.org/resource/Musique_de_scène,musique de scène
2957,cantates,cantate
2958,chansons,chanson
2959,oratorios,oratorio
2960,œuvres orchestrales,œuvres orchestrales
2961,http://fr.dbpedia.org/resource/Rebetiko,rébétiko
2962,http://fr.dbpedia.org/resource/Musique_chinoise,musique chinoise
2963,"jazz, bel canto, musique classique, musique roumaine",jazz
2964,"jazz, bel canto, musique classique, musique roumaine",bel canto
2965,"jazz, bel canto, musique classique, musique roumaine",musique classique
2966,"jazz, bel canto, musique classique, musique roumaine",musique roumaine
2967,"Pop rock, rock alternatif",pop rock
2968,"Pop rock, rock alternatif",rock alternatif
2969,http://fr.dbpedia.org/resource/Oriental_metal,metal oriental
2970,http://fr.dbpedia.org/resource/Musique_écossaise,musique écossaise
2971,http://fr.dbpedia.org/resource/Dark_wave,dark wave
2972,http://fr.dbpedia.org/resource/Crossover_thrash,crossover thrash
2973,"K-pop, pop, electro-pop, dance pop, ballade",k-pop
2974,"K-pop, pop, electro-pop, dance pop, ballade",pop
2975,"K-pop, pop, electro-pop, dance pop, ballade",electro-pop
2976,"K-pop, pop, electro-pop, dance pop, ballade",dance pop
2977,"K-pop, pop, electro-pop, dance pop, ballade",ballade
2978,crossover classique,crossover classique
2979,"Chanson oranaise, Bédoui",chanson oranaise
2980,"Chanson oranaise, Bédoui",bédoui
2981,http://fr.dbpedia.org/resource/Electro_House,electro house
2982,chansons pour enfants,chanson pour enfants
2983,http://fr.dbpedia.org/resource/Chaâbi_tunisien,chaâbi tunisien
2984,http://fr.dbpedia.org/resource/Musique_andalouse,musique andalouse
2985,http://fr.dbpedia.org/resource/Zydeco,zydeco
2986,http://fr.dbpedia.org/resource/Cajun,cajun
2987,Chansons,chanson
2988,"hip hop, rap",hip-hop
2989,"hip hop, rap",rap
2990,http://fr.dbpedia.org/resource/Dark_mMtal,dark metal
2991,http://fr.dbpedia.org/resource/Gothic_Metal,gothique metal
2992,"Ambiance, alternatif",ambient
2993,"Ambiance, alternatif",alternatif
2994,http://fr.dbpedia.org/resource/Raï,raï
2995,"Ambient, musique électronique",ambient
2996,"Ambient, musique électronique",musique electronique
2997,http://fr.dbpedia.org/resource/Dabkeh,dabkeh
2998,"Chanson oranaise, Raï",chanson oranaise
2999,"Chanson oranaise, Raï",raï
3000,"Metalcore, Metal-électronique",metalcore
3001,"Metalcore, Metal-électronique",metal-electronique
3002,Piano metal,piano metal
3003,musique française ancienne et musique patriotique polonaise,musique française ancienne
3004,musique française ancienne et musique patriotique polonaise,musique patriotique polonaise
3005,Metal,metal
3006,http://fr.dbpedia.org/resource/Français,français
3007,"Musique classique, jazz",musique classique
3008,"Musique classique, jazz",jazz
3009,http://fr.dbpedia.org/resource/Cantiones_natalitiæ,cantiones natalitiæ
3010,rhythm and blues,rhythm and blues
3011,http://fr.dbpedia.org/resource/Reggaetón,reggaetón
3012,"Kpop, avec le groupe Chakra",kpop
3013,"Kpop, avec le groupe Chakra",avec le groupe chakra
3014,http://fr.dbpedia.org/resource/Street_dance,street dance
3015,Violon Pop,violon pop
3016,Messes,messe
3017,Motets,motets
3018,http://fr.dbpedia.org/resource/Arabe_(musique),arabe
3019,http://fr.dbpedia.org/resource/Opéra_bouffe,opéra-bouffe
3020,"Musique du Sertanejo, Pop",musique du sertanejo
3021,"Musique du Sertanejo, Pop",pop
3022,Renaissance tardive,renaissance tardive
3023,jazz,jazz
3024,"Country, sertanejo, musique populaire brésilienne",country
3025,"Country, sertanejo, musique populaire brésilienne",sertanejo
3026,"Country, sertanejo, musique populaire brésilienne",musique populaire brésilienne
3027,http://fr.dbpedia.org/resource/Djent,djent
3028,Musique créoloceltique,musique créoloceltique
3029,http://fr.dbpedia.org/resource/Rock_portugais,rock portugais
3030,http://fr.dbpedia.org/resource/Musique_chrétienne,musique chrétienne
3031,http://fr.dbpedia.org/resource/Rock_in_opposition,rock in opposition
3032,"Dance-pop, pop, house",dance pop
3033,"Dance-pop, pop, house",pop
3034,"Dance-pop, pop, house",house
3035,"Alpenrock, Rock influencé par la musique tyrolienne traditionnelle",alpenrock
3036,"Alpenrock, Rock influencé par la musique tyrolienne traditionnelle",rock influencé par la musique tyrolienne traditionnelle
3037,Chaâbi algérois et gharnati,chaâbi algérien
3038,Chaâbi algérois et gharnati,gharnati
3039,http://fr.dbpedia.org/resource/Unblack_metal,unblack metal
3040,http://fr.dbpedia.org/resource/Bubblegum_pop,bubblegum pop
3041,http://fr.dbpedia.org/resource/Vocaloid,vocaloid
3042,http://fr.dbpedia.org/resource/Surf,surf
3043,http://fr.dbpedia.org/resource/Garage,garage
3044,musique sacrée sur des paroles néerlandaises et latines,musique sacrée sur des paroles néerlandaises
3045,musique sacrée sur des paroles néerlandaises et latines,latines
3046,"Chanson française, pop, folk, musique grecque, nouvelle vague grecque",chanson française
3047,"Chanson française, pop, folk, musique grecque, nouvelle vague grecque",pop
3048,"Chanson française, pop, folk, musique grecque, nouvelle vague grecque",folk
3049,"Chanson française, pop, folk, musique grecque, nouvelle vague grecque",musique grecque
3050,"Chanson française, pop, folk, musique grecque, nouvelle vague grecque",nouvelle vague grecque
3051,"Folk, turbo folk, pop-folk",folk
3052,"Folk, turbo folk, pop-folk",turbo folk
3053,"Folk, turbo folk, pop-folk",pop-folk
3054,"Turbo folk, pop-folk",turbo folk
3055,"Turbo folk, pop-folk",pop-folk
3056,http://fr.dbpedia.org/resource/Oriental_(Maroc),oriental (maroc)
3057,"pop, rock",pop-rock
3058,http://fr.dbpedia.org/resource/Drum_&_Bass,drum and bass
3059,http://fr.dbpedia.org/resource/Trap,trap
3060,http://fr.dbpedia.org/resource/Drumstep,drumstep
3061,http://fr.dbpedia.org/resource/Moombahton,moombahton
3062,http://fr.dbpedia.org/resource/Glitch-hop,glitch-hop
3063,http://fr.dbpedia.org/resource/Moombahcore,moombahcore
3064,http://fr.dbpedia.org/resource/Fidget_House,fidget house
3065,http://fr.dbpedia.org/resource/Complextro,complextro
3066,http://fr.dbpedia.org/resource/Bachata,bachata
3067,"Pop psychédélique, Noise pop, Lo-fi, Freak folk, avant-garde music",pop psychédélique
3068,"Pop psychédélique, Noise pop, Lo-fi, Freak folk, avant-garde music",noise pop
3069,"Pop psychédélique, Noise pop, Lo-fi, Freak folk, avant-garde music",lo-fi
3070,"Pop psychédélique, Noise pop, Lo-fi, Freak folk, avant-garde music",freak folk
3071,"Pop psychédélique, Noise pop, Lo-fi, Freak folk, avant-garde music",avant-garde music
3072,http://fr.dbpedia.org/resource/Thrash_Metal,thrash metal
3073,"Synthpop, indietronica, darkwave, witch house",synthpop
3074,"Synthpop, indietronica, darkwave, witch house",indietronica
3075,"Synthpop, indietronica, darkwave, witch house",darkwave
3076,"Synthpop, indietronica, darkwave, witch house",witch house
3077,"Electronique, pop, jazz, Ultrascore, contemporain",electronique
3078,"Electronique, pop, jazz, Ultrascore, contemporain",pop
3079,"Electronique, pop, jazz, Ultrascore, contemporain",jazz
3080,"Electronique, pop, jazz, Ultrascore, contemporain",ultrascore
3081,"Electronique, pop, jazz, Ultrascore, contemporain",contemporain
3082,http://fr.dbpedia.org/resource/Turbo_folk,turbo folk
3083,http://fr.dbpedia.org/resource/Black_Metal,black metal
3084,http://fr.dbpedia.org/resource/Death_Industriel,death industriel
3085,"Folk, chanson, world music",folk
3086,"Folk, chanson, world music",chanson
3087,"Folk, chanson, world music",world music
3088,http://fr.dbpedia.org/resource/Metal_Symphonique,metal symphonique
3089,http://fr.dbpedia.org/resource/Brutal_Death_Metal,brutal death metal
3090,"Jazz, Musique haïtienne",jazz
3091,"Jazz, Musique haïtienne",musique haïtienne
3092,Opéras,opéra
3093,"rap, slam, soul, semba, rumba congolaise, sébéné",rap
3094,"rap, slam, soul, semba, rumba congolaise, sébéné",slam
3095,"rap, slam, soul, semba, rumba congolaise, sébéné",soul
3096,"rap, slam, soul, semba, rumba congolaise, sébéné",semba
3097,"rap, slam, soul, semba, rumba congolaise, sébéné",rumba congolaise
3098,"rap, slam, soul, semba, rumba congolaise, sébéné",sébéné
3099,"Schlager, humoristique",schlager
